start station id,start station name,start station latitude,start station longitude,covid_cases,trip count,tripduration_sum(mins),tripduration_mean(mins),usertype_member_count
187,Cypress St at Clark Playground,42.32784317,-71.12536222,165268,7700,149388.3011,21468.1738,5694
188,Foss Park,42.39108438,-71.09039426,209242.5,12080,272575.6477,31429.2621,8487
189,Kendall T,42.36242784,-71.08495474,215805.5,99165,1236187.95,18820.5122,86329
190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,216496.5,95810,1751601.1,27935.3872,74962
191,Tappan St at Brookline Hills MBTA,42.3329529,-71.12824756,200229.5,7353,143373.8496,26643.0163,5539
192,Purchase St at Pearl St,42.354659,-71.053181,214913.5,32316,529006.8669,24795.5336,23848
193,Brookline Town Hall,42.33376473,-71.12046447,211023.5,14616,289481.7835,28050.2834,11069
194,Broadway St at Mt Pleasant St,42.38614141,-71.0782814,202254.5,12620,214730.5342,23057.7299,9467
195,Child St at North St,42.37228487,-71.07383825,216426.5,36463,650692.5155,25631.5308,27669
196,Roxbury YMCA - Warren St at MLK Blvd,42.31787329,-71.08243078,179764,5513,120919.1324,27987.748,4104
197,MLK Blvd at Washington St,42.32143814,-71.09126061,195204,7529,141320.1489,25501.0539,6075
199,Uphams Corner T Stop - Magnolia St at Dudley St,42.31869734,-71.06978148,53108,3028,74711.2662,17457.9962,2041
200,Washington St at Melnea Cass Blvd,42.332817,-71.081198,213502.5,14805,252121.6332,24530.0762,11223
201,NCAAA - Walnut Ave at Crawford St,42.316902,-71.091946,199481.5,4141,95741.7847,27646.1056,3038
202,Grove Hall Library - 41 Geneva Ave,42.30791,-71.080952,127498,2932,88298.0009,30243.3014,1727
203,Columbia Rd at Ceylon St,42.309572,-71.0729,88532,2171,62049.6166,24431.4017,1406
204,Walnut Ave at Warren St,42.324081,-71.083235,57582,3524,69954.5658,14495.1691,2599
205,Bowdoin St at Quincy St,42.30785224,-71.06512249,197558.5,5173,137369.6339,34912.867,3907
206,Government Center - Cambridge St at Court St,42.3598254,-71.05979576,215412,45109,838527.6655,26922.567,33099
208,Oak Square - 615 Washington St,42.35057,-71.166491,207054.5,9568,281543.3001,39284.3532,6013
209,Chelsea St at Saratoga St,42.379772,-71.027448,38200,1587,49006.7496,12910.8512,797
210,Bennington St at Byron St,42.38353252,-71.01619095,106263.5,2982,92226.918,27698.9879,1635
211,Piers Park,42.3650112,-71.03528559,61798,7138,172142.349,16439.1687,4219
212,Maverick Square - Lewis Mall,42.36884408,-71.03977829,185052.5,13829,351735.2341,29227.0562,8033
213,East Boston Neighborhood Health Center - 20 Maverick Square,42.369536,-71.039431,179802.5,8240,128459.683,19165.0766,6262
214,Airport T Stop - Bremen St at Brooks St,42.37532835,-71.03132129,167935.5,13778,481652.8341,36331.3743,5560
215,The Eddy - New St at Sumner St,42.370744,-71.044201,140012.5,5534,152221.2164,24618.2669,3193
216,Glendon St at Condor St,42.38240378,-71.03024304,46857,1516,49671.0002,16295.9721,651
217,Orient Heights T Stop - Bennington St at Saratoga St,42.386781,-71.006098,129629,7135,336784.4,44472.9137,2937
218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586,-71.04569256,213887.5,50912,893851.015,23929.8454,31997
219,Boston East - 126 Border St,42.37331213,-71.04102008,139816,4717,75348.5167,17282.1623,3554
221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,216227.5,38581,621871.269,23034.2034,30866
222,Troy Boston,42.343749,-71.062256,214517.5,21488,299052.2806,19661.9316,16432
224,Fresh Pond Reservation,42.38267828,-71.14347895,191679.5,10968,316757.734,35935.9284,7452
225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,215931.5,48551,641547.3343,19710.9633,41374
226,Commonwealth Ave At Babcock St,42.35154735,-71.12126246,216513.5,45759,782177.7828,25122.8738,33519
227,Silber Way,42.349496,-71.10057592,78777,51741,904360.7003,16845.838,39364
228,One Memorial Drive,42.36161932,-71.08043551,208258.5,25356,412826.5987,24379.7453,20999
229,8D QC Station 01,42.34503316,-71.09664917,0,1,1.1,1.1,0
232,Four Corners - 157 Washington St,42.30412793,-71.07929528,67213.5,1457,41425.6842,19557.0738,913
233,St Mary's,42.34619708,-71.10728681,201112,39849,719732.8839,21478.2275,29419
234,Broadway at Central St,42.3951715,-71.09850592,209596.5,12292,229743.0153,27412.6029,8854
235,East Somerville Library (Broadway and Illinois),42.38762811,-71.08318716,199037,9866,198460.1989,27436.6062,7414
236,Assembly Square T,42.39223284,-71.07746601,193668,13939,392684.1508,35561.354,9035
239,Community Path at Cedar Street,42.39407224,-71.11133695,215934.5,27656,410176.9009,22554.4488,20878
255,Park St at Norwell St,42.29442579,-71.07821761,41478,781,22273.5495,10933.4064,436
258,Gallivan Blvd at Adams St,42.28297568,-71.05466698,125940.5,3305,153161.8662,37586.5495,1501
259,Washington St at Bowdoin St,42.29916498,-71.07345872,40868,1248,38556.2992,15368.0909,609
260,Fields Corner T Stop,42.29963349,-71.06068976,93277,4127,127321.7336,27005.079,2492
271,Ashmont T Stop,42.2856944,-71.0641389,159554.5,4245,104919.1164,25483.6235,2703
272,Shawmut T Stop,42.292917,-71.06575,177167,2913,85658.5506,32878.1698,2013
273,Forest Hills,42.300923,-71.114249,212117.5,24937,663988.8012,31362.8112,16509
279,Williams St at Washington St,42.306539,-71.107669,206432.5,12183,234859.0333,26682.616,9088
280,Main St at Baldwin St,42.380857,-71.070629,205642.5,14934,239467.0995,22317.0293,11859
282,Stony Brook T Stop,42.316966,-71.104374,215586.5,24320,525435.8335,30532.8495,17768
296,Farragut Rd at E. 6th St,42.3334,-71.02495,188994.5,22735,748082.0998,37018.0938,9486
308,BCBS Hingham,42.16722556,-70.90555783,818,422,7358.0662,1988.0382,386
317,BCBS Quincy,42.27600499,-71.03924982,8620,272,6316.0161,3641.0276,206
318,Ames St at Broadway,42.3636929,-71.0875672,216587.5,57460,803389.2498,20477.924,48187
319,84 Cambridgepark Dr,42.3936,-71.143941,174494.5,7977,227309.1665,33683.1268,5434
327,Main St at Thompson Sq,42.37487847,-71.06383499,203854.5,18863,368882.2172,26338.6762,12771
328,Grove St at Community Path,42.39638681,-71.12011306,214700.5,34956,473072.1852,19289.552,25089
329,Washington St at Myrtle St,42.38170676,-71.08377187,145726,12779,257573.7833,23824.3277,9487
330,30 Dane St,42.38100143,-71.10402523,215510.5,39598,604916.5354,22326.6799,33490
331,Huntington Ave at Mass Art,42.33658555,-71.09886996,212350.5,38576,684881.0008,25946.7668,29006
332,Harvard Ave at Brainerd Rd,42.34953017,-71.13022771,216459.5,45584,829013.3001,26220.9439,34170
333,699 Mt Auburn St,42.37500235,-71.14871614,207670.5,16661,412718.9675,33673.0077,11805
334,Mass Ave at Hadley/Walden,42.39120972,-71.12260755,202126.5,18000,326826.1498,25465.1031,14251
335,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,211561.5,50514,667237.0006,19593.0655,43334
336,Mattapan T Stop,42.267902,-71.093641,68058.5,2018,124713.9826,42671.545,643
337,Roslindale Village - South St,42.287072,-71.127754,162375.5,3475,94733.282,29304.0065,2296
338,Commonwealth Ave at Kelton St,42.34835863,-71.13997217,216540.5,27964,523573.4166,27069.961,21953
339,Archdale Rd at Washington St,42.29266593,-71.12119539,57165.5,3003,106369.8171,22318.0805,1527
340,Blue Hill Ave at Almont St,42.27462067,-71.09372552,51101.5,643,30376.0841,16108.6877,243
341,Roslindale Village - Washington St,42.28630716,-71.12820532,102881,2264,68193.9494,26055.1227,1222
342,Boylston St at Jersey St,42.34465063,-71.09732501,215949.5,98689,1781609.735,25708.1467,71939
343,Morton St T,42.28072514,-71.08617242,28067,565,20839.35,12288.3966,260
344,Commonwealth Ave at Chiswick Rd,42.34024645,-71.15168806,203391.5,10489,249792.2675,32077.06,6930
345,Park Plaza at Charles St S.,42.35182807,-71.06781138,210336.5,37402,821221.0317,28751.1709,21872
346,Cleveland Circle,42.33554308,-71.1506152,187374.5,16126,425252.3836,33349.6642,10575
347,Thetford Ave at Norfolk St,42.28621295,-71.07942931,34645.5,884,25314.218,12155.9217,415
348,Talbot Ave At Blue Hill Ave,42.2945833,-71.087111,72623,1897,68460.667,24470.4532,873
349,Washington St at Talbot Ave,42.290333,-71.071806,104912,2001,47390.8182,21648.0766,1274
350,Codman Square Library,42.2873611,-71.071111,118507.5,2201,49213.8978,21297.5099,1598
351,Faneuil St at Arlington St,42.35276621,-71.15988486,189287.5,7715,239483.599,38136.4043,4480
352,Ring Rd,42.34827839,-71.08044855,193978.5,35771,617582.5674,20897.5309,27977
353,Mattapan Library,42.2773889,-71.09325,52430.5,686,27843.416,15315.2844,310
354,Washington St at Egremont Rd,42.34286835,-71.14127841,78350,15410,293277.6838,16647.8301,11545
355,Bennington St at Constitution Beach,42.38522394,-71.01063069,108573.5,5497,195049.3667,29883.2621,2444
356,Charlestown Navy Yard,42.37412455,-71.054812,215442.5,49129,1069929.549,30196.786,33113
357,Centre St at Seaverns Ave,42.3121203,-71.1142981,72672.5,11784,271662.3825,18614.2121,8554
358,Medford St at Charlestown BCYF,42.38042947,-71.06055722,213771,14522,291402.5849,28428.1124,10998
359,One Brigham Circle,42.3339227,-71.10446509,216299.5,37217,601187.9827,23528.2711,28581
360,Bartlett St at John Elliot Sq,42.3294633,-71.0901582,214104.5,14983,202777.4,18841.7493,12410
361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,216587.5,80156,1315816.832,25236.3602,61329
362,Columbia Rd at Tierney Community Center,42.33023071,-71.05060093,198231.5,17932,471550.216,33344.4061,10371
363,Harrison Ave at Mullins Way,42.34521562,-71.06384031,215948.5,45624,635980.1819,19976.5887,34992
364,Tremont St at Northampton St,42.3388956,-71.08149976,216211.5,40553,621325.9996,22169.4002,31185
365,Harrison Ave at Bennet St,42.3494261,-71.0620996,214105.5,28255,442000.3831,22387.5882,22425
366,Broadway T Stop,42.34278116,-71.05747275,15182,9431,145489.5319,8906.7193,7374
367,Vassal Lane at Tobin/VLUS,42.38536765,-71.13775671,180779.5,6642,154858.7008,29795.3681,5093
368,Blue Hill Ave at Southwood St,42.31786021,-71.07798629,51116.5,2165,54651.0163,16643.3276,1357
369,Boston Public Market,42.36254854,-71.05737358,69552,31260,612701.0173,15669.7331,20851
370,Dartmouth St at Newbury St,42.35096144,-71.07782811,216554.5,61253,1284212.783,28978.9763,39207
371,700 Huron Ave,42.38078817,-71.15412891,166508,6742,171097.3504,32234.4261,4658
372,Boylston St at Exeter St,42.34958942,-71.07946779,216161.5,58524,1158052.501,28204.0278,39290
373,Belgrade Ave at Walworth St,42.28634589,-71.1367213,97874.5,2028,60636.3318,26267.6125,1331
374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,216121.5,58201,1268977.433,31136.3325,37199
376,Honan Library,42.3602737,-71.12852452,215498.5,25633,496686.2693,27766.9862,19725
377,Perry Park,42.37927325,-71.10341903,216177.5,28898,446100.3498,23073.5757,24434
378,191 Beacon St,42.38032335,-71.10878613,215493.5,27888,436551.6178,23558.5997,22400
379,Tremont St at W. Dedham St,42.34254914,-71.07421449,212856.5,31431,480225.7344,21483.6684,24590
380,Mass Ave at Albany St,42.36135838,-71.09670274,215937.5,90282,1127904.598,18648.9501,77568
381,Inman Square at Springfield St.,42.37426714,-71.10026479,215754.5,62677,924093.0504,21815.3814,52278
384,Clarendon St at Newbury St,42.35159662,-71.07561663,87590,35573,728219.6152,18476.511,23833
385,Albany St at E. Brookline St,42.33664795,-71.0689446,215025.5,20124,288537.5174,19347.4193,17398
386,Sennott Park Broadway at Norfolk Street,42.36860524,-71.09930186,216097.5,58742,756072.8841,16871.3006,48743
387,7 Acre Park,42.41143223,-71.06823265,152930,5919,265125.6165,40555.8173,2310
388,Main Street at Carter Street,42.40413,-71.0613,3840.5,664,22250.2326,8173.7483,248
389,Everett Square (Broadway at Chelsea St),42.40725945,-71.05546381,143400,3401,95157.2341,27843.561,2117
390,Broadway at Lynde St,42.39648358,-71.0654676,159128.5,5175,116457.7495,24509.7632,2755
391,Encore,42.39329263,-71.0724476,146773.5,4435,128465.9505,27549.0667,2075
392,Glendale Square (Ferry St at Broadway),42.41427294,-71.04479656,117245,2693,110430.2493,33262.3274,983
393,Swan St. Park,42.41250451,-71.05842225,71098,1397,46553.7829,19602.3392,702
394,Broadway at Maple St,42.41034691,-71.05260458,115063.5,2036,53409.1169,20133.3316,1270
395,Chelsea St at Vine St,42.40328057,-71.0476264,141258.5,3125,96561.1164,29675.5511,2004
396,Wasgott Playground,42.40933007,-71.06381878,71456,1622,58282.9171,22697.3399,722
397,Broadway at Beacham St,42.3983606,-71.06373843,180343,5010,127661.8187,28794.867,3135
398,75 Binney St,42.36550729,-71.0801376,214526.5,30971,422636.1663,18136.534,26425
399,Shawmut Ave at Oak St W,42.34854543,-71.06559185,213502.5,18237,309027.968,20857.4151,13513
400,Lansdowne T Stop,42.34734473,-71.10016808,203619.5,22815,421816.3677,21883.2353,14654
401,High St at Cypress St,42.32464511,-71.12135231,145971.5,6361,144012.6324,21432.6211,4385
402,Washington St at Griggs Rd,42.33833424,-71.1305093,167333,13059,254661.0166,19630.3757,9852
403,Marion St at Harvard St,42.33978053,-71.1213335,178748,27780,474938.9517,18687.0179,22239
404,Mass Ave T Station,42.34135616,-71.08336953,216330.5,40108,683362.3006,21477.866,29502
405,Sydney St at Carson St,42.32039374,-71.05355408,182044,6139,160956.1664,30696.6487,3950
406,Somerville City Hall Annex,42.39189812,-71.09745376,96331,5877,130614.1498,20619.0175,4190
407,Craigie at Summer St,42.38830554,-71.11067977,146037.5,9121,145502.7163,16754.4505,7263
408,Edgerly Education Center,42.38717463,-71.08714389,214284.5,10760,221110.0335,26556.4985,8287
409,Elm St at White St,42.38952436,-71.1169414,103692,22366,365663.0332,15223.9433,17713
410,Adams St at Lonsdale St,42.29167943,-71.05726346,56057.5,1866,57584.3495,16582.3332,894
411,Dorchester Ave at King St,42.29175622,-71.0625918,11670.5,688,23014.6163,8436.8046,282
412,Washington St at Peters Park,42.34303291,-71.0668873,73055,21237,322532.1495,11110.6902,15779
413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,215867.5,48993,669578.5174,17091.7535,42356
414,Discovery Park - 30 Acorn Park Drive,42.39790817,-71.14797131,203387.5,10080,187015.6183,21755.2617,7828
415,Stuart St at Berkeley St,42.34954403,-71.07242074,214477.5,34391,591252.9003,21156.5246,25245
416,Blossom St at Charles St,42.36435589,-71.06959369,85733,30673,579443.8507,14710.4944,24155
417,Columbus Ave at W. Canton St,42.34474225,-71.07648162,213998,36907,591532.7488,17954.4136,28096
419,Central Square East Boston,42.37544913,-71.03918549,194183.5,8399,156871.4167,19195.1205,5716
420,Charles St at Pinckney St,42.3587253,-71.07079532,0,2914,54854.6999,1645.4684,2028
421,Northbourne Rd at Hyde Park Ave,42.29118035,-71.11773666,56738.5,1108,30196.4671,13444.4886,673
422,American Legion Hwy at Canterbury St,42.27881158,-71.11687703,57515,776,30993.9327,17880.6879,310
423,Mt. Hope St at Hyde Park Ave,42.28484472,-71.11874517,57277,1205,35397.684,15337.6114,760
424,Jamaica St at South St,42.30604563,-71.11570891,190259.5,5086,130988.0174,25797.2542,3746
425,The Dimock Center,42.31930943,-71.09639924,138657.5,2830,52861.9827,17145.7069,2333
426,Surface Rd at Summer St,42.3529457,-71.05656401,214414.5,32052,538456.2168,21196.3919,23251
427,Washington St at Denton Terr,42.28072815,-71.13423757,55995,1188,31212.0339,13621.5981,688
428,Western Ave at Richardson St,42.36178741,-71.14393111,73027,11935,318793.0983,18225.393,8299
430,Washington St at Walsh Playground,42.2771947,-71.06955614,39296,768,35566.2324,16490.486,266
431,Washington St at Fuller St,42.28198628,-71.07147925,26557,541,17151.7162,10134.9491,232
432,Centre St at W. Roxbury Post Office,42.28633199,-71.15344755,93548,1078,28320.9342,14493.9957,693
433,Centre St at Parkway YMCA,42.28277901,-71.15728851,76018,869,24129.9999,13089.6002,539
434,Spring St at Powell St,42.27748444,-71.16341468,75822.5,917,35347.7331,19679.1175,528
435,Central Ave at River St,42.27094707,-71.07337901,29445.5,1271,68504.7499,14944.5637,365
436,Maverick St at Massport Path,42.36774122,-71.03335975,141492.5,4921,125733.267,21212.457,2702
437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,216520.5,56093,814865.5837,17934.9961,47032
438,Mobile Temporary Station,42.35147849,-71.0441622,0,40,792.5999,86.6549,30
440,Boston Landing,42.35656092,-71.14167538,206063.5,10377,226548.8478,23615.7256,7093
441,Sullivan Square,42.38445226,-71.07514855,206185,9879,171574.9007,20293.7566,7157
442,Hyde Park Ave at Walk Hill St,42.29606705,-71.116012,178477,3190,82268.6995,23673.7408,2250
443,Whittier St Health Center,42.33286288,-71.09218862,174893.5,4536,85376.7838,16925.8869,3140
445,Geiger Gibson Community Health Center,42.31886468,-71.04536798,194740.5,10676,313028.1672,28245.1921,5969
446,700 Commonwealth Ave.,42.34960945,-71.10391524,213802.5,47563,746715.3517,18867.2782,36360
447,The Overlook at St. Gabriel's,42.34679008,-71.14549814,179786,5300,111491.2674,18033.2152,3848
448,Hale Park,42.41496265,-71.05279301,56233,861,36684.3334,16426.3891,382
450,Beacon St at Englewood Ave,42.33736915,-71.14485977,2042,801,19223.5666,1306.5566,541
451,Washington Sq,42.33940659,-71.13489642,5321,1567,31324.667,2047.9629,1090
452,1200 Beacon St,42.34414899,-71.11467361,163056,18372,349618.5503,12995.278,13398
453,Beacon St at Hawes St,42.34496783,-71.11040177,5362,2024,40457.8335,2085.0054,1445
454,Boylston St at Dartmouth St,42.3501061,-71.07720464,65203.5,17015,357458.5494,11188.2169,10707
455,Coolidge Sq.,42.37207611,-71.15683131,170703,3791,101999.8672,20880.8963,2371
456,Graham and Parks School â€?Linnaean St at Walker St,42.3829443,-71.12449831,201735.5,14899,227076.1165,14704.5641,12000
457,N. Beacon St at N. Beacon Ct,42.36444157,-71.18091374,13445,295,11989.0494,3970.2538,197
458,Watertown Sq,42.36526032,-71.18573324,164491.5,4937,182092.367,27023.9029,2945
459,Canal St at Causeway St,42.36530095,-71.06092191,69059.5,41858,889595.8996,11268.0976,25407
460,Broad St at Central St,42.35849449,-71.0542647,71555.5,11410,250062.9836,11076.4347,6490
461,Railroad Lot and Minuteman Bikeway,42.41608484,-71.15315407,130438.5,6011,255506.4494,24541.6283,3274
462,Linwood St at Minuteman Bikeway,42.40935396,-71.14906519,150895,6767,174222.2002,16199.4486,4381
463,Smith Pl at Wilson Rd,42.39239749,-71.15058332,173513.5,4597,106708.5498,18117.9622,3468
464,Mass Ave at Grafton St,42.40726052,-71.14382132,66667.5,2471,59722.7506,10916.8476,1666
465,Broadway at Grafton St,42.40994213,-71.1400932,61586.5,1559,39483.1993,11003.9966,1100
466,Centre St at Washington St,42.35574335,-71.18641943,63744.5,771,23508.1014,12032.3981,375
467,Washington St at Crafts St,42.35389024,-71.19943707,90017.5,980,25152.1841,11628.2105,546
468,Nonantum Library,42.36068456,-71.201462,88305,1127,32902.017,12940.1199,707
469,Bacon St at Washington St,42.35711921,-71.18604537,104430,1556,43260.1492,14392.793,861
470,Union St at Herrick Rd â€?Newton Centre Green Line,42.32956868,-71.19367272,53762.5,559,16262.0836,9090.0652,280
471,MIT Carleton St at Amherst St,42.36054174,-71.08669817,198044.5,50511,632573.5669,10441.15,45977
472,MIT Hayward St at Amherst St,42.36085937,-71.08551858,197912.5,39675,469350.5837,10582.5557,36783
473,West Newton,42.3496005,-71.22627497,70347.5,844,29210.583,12765.6947,432
474,West Newton Armory,42.34947178,-71.22000679,32287.5,389,13749.1827,7078.5627,177
